,asin,reviews,entity
800,B0795W86N3,I am trying to upgrade from an old computer that I need the new one to be thinner and lighter and more economical. The keyboard should be responsive and the battery should be decent. O would need to have some USB type C ports and enough RAM on the computer.,"['USB', 'Computer keyboard', 'Rechargeable battery', 'Computer', 'Computer']"
801,B0795W86N3,"I am starting my graduate school and I need a laptop that is thin, light and has a great screen display. It would be nice if it comes with a convenient fingerprint scanner. I need it to run quietly and cool.","['Fingerprint', 'Graduate school']"
802,B0795W86N3,I am finding something new to replace my old computer that has a higher portability and better display. The fan should run quietly. The display should be matte with a good viewing angle.,"['Computer', 'Fan district']"
803,B0795W86N3,I am not into waiting so I need a computer that do fast bootup.,['Computer']
804,B0795W86N3,I read a lot of reviews and I decided I would buy a computer that is fast with a budget price.,"['I Decided (album)', 'Computer']"
805,B0795W86N3,I am looking for a new computer that is lightweight and good looking.,['Computer']
806,B0795W86N3,We need a new laptop for CCTV management and it should bootup fast and have a good battery life. A sturdy keyboard is a must.,"['Computer keyboard', 'Closed-circuit television']"
807,B0795W86N3,I need a fast computer.,['Computer']
808,B0795W86N3,I try to stick to one brand and I am finding a new one with a crisp screen and fast CPU. I need it to be good for typing with a high performance-cost ratio.,['Central processing unit']
809,B0795W86N3,I am using the laptop for internet surfing as I need it to be lightweight and easy to setup.,['Surfing']
810,B0795W86N3,I need a definite improvement from my old laptop and I want to be fast without much bloatware. I also want it to be thin and lightweight.,['Software bloat']
811,B0795W86N3,I need a light computer with a good screen.,['Computer']
812,B0795W86N3,I need everything to be fast including the startup and operating.,[]
813,B0795W86N3,"My old computer is not working and I need a new one that bootup fast. It should be good looking and light so I can carry it around. The screen quality, the sound output and the battery life must be excellent.","['Rechargeable battery', 'Computer']"
814,B0795W86N3,I am finding myself a new computer that has an amazing screen with a high performance-cost ratio.,['Computer']
815,B0795W86N3,"I need a new laptop for work and it should be affordable, fast and sleek.",[]
816,B0795W86N3,I am looking for a new computer that has a sharp screen and a fast hard drive. It should also be thin and light.,"['Computer', 'Hard disk drive']"
817,B0795W86N3,My old computer is not working and I am finding something that is fast and lightweight. It should include a good battery life and a bright screen with a low cost.,"['Computer', 'Rechargeable battery']"
818,B0795W86N3,"Screen is the most important element to me so I want it to be sharp. Moreover, I want the computer to be light and compact.","['Computer', 'Compact space']"
819,B0795W86N3,I am finding a travel laptop for my trip and it must be light and has an amazing battery life with a tiny charger. The screen should be amazing with thin bezels. I hope it is upgradable with a good price. The startup should be fast.,['Rechargeable battery']
820,B0795W86N3,I need a computer for everyday use that comes with a high performance-cost ratio.,[]
821,B0795W86N3,I use a laptop when I go to school and I need a fast one.,[]
822,B0795W86N3,I did a lot of research and found out having a sharp display is critical to me.,[]
823,B0795W86N3,I need a lightweight and cool looking computer for work.,['Computer']
824,B0795W86N3,I have limited budget and I am finding a computer with fast fingerprint sensor and awesome battery life.,"['Fingerprint', 'Computer']"
825,B0795W86N3,I am looking for recommendation on a fast computer with fantastic price.,[]
826,B0795W86N3,"My old computer needs replacement and I need the new one to have great display and stylish look. It should be lightweight, fast and economical.",[]
827,B0795W86N3,I need a light computer that is perfect for my business.,[]
828,B0795W86N3,A computer with marvelous screen and good price is what I need right now.,['Computer']
829,B0795W86N3,I am in need of a new computer that is fast and slim.,"['Smart Lander for Investigating Moon', 'Computer']"
830,B0795W86N3,I don't enjoy waiting so I need the computer to startup fast.,['Computer']
831,B0795W86N3,I need the processor to be fast and responsive on my next computer.,['Computer']
832,B0795W86N3,I would like to have a light and fast computer.,['Computer']
833,B0795W86N3,I need a great computer for work that comes with a high performance-cost ratio.,[]
834,B0795W86N3,I need a worthy computer with nice configuration.,[]
835,B0795W86N3,I am finding the best computer with a great configuration.,['Computer']
836,B0795W86N3,What I need for school is a fast computer.,['Computer']
837,B0795W86N3,A computer with a high performance-cost ratio is what I want.,[]
838,B0795W86N3,I am a teacher and I need the computer to look top notch.,['Computer']
839,B0795W86N3,My old computer is too slow and heavy so I need a new one.,['Computer']
840,B0795W86N3,I need to use my computer whenever I want so it's better to startup fast.,['Computer']
841,B0795W86N3,"I need a different computer from my current computer, which is slow and heavy.",[]
842,B0795W86N3,I don't want to carry a heavy mechine around.,[]
843,B0795W86N3,I need a computer with a high performance-cost ratio.,[]
844,B0795W86N3,I need a replacement computer that would run mush faster.,['Computer']
845,B0795W86N3,Our old computer are not fast enough so we need some new one with higher performance-cost ratio.,[]
846,B06XFGDD8P,I am finding myself a new computer that has a fast refresh rate and good video card. There should not be a lot of bloatware. I want to have some great backlights on the keyboard. The fan should be quiet and easy to clean. I need a fast bootup with a high performance-cost ratio.,"['Video card', 'Software bloat', 'Personal computer', 'Computer keyboard', 'Fan district', 'Refresh rate']"
847,B06XFGDD8P,My old computer doesn't work for me anymore and I need a sleek one which has good battery life and runs games perfectly.,"['Computer', 'Artillery battery']"
848,B06XFGDD8P,I am looking for a powerful workstation with a high performance-cost ratio.,[]
849,B06XFGDD8P,I am looking for strong gaming laptop and it should be able to handle demanding games with a good build quality. I want it to have a soft touch finish and be easy to upgrade.,[]
850,B06XFGDD8P,My old computer is too slow so I need a new one.,['Computer']
851,B06XFGDD8P,"I like to stick to one brand while purchasing computer and this time I want one with unique look. I want it to look sturdy, slim and stay silent.","['Computer', 'Silent film', 'Smart Lander for Investigating Moon']"
852,B06XFGDD8P,I like having computers having high performance-cost ratio.,[]
853,B06XFGDD8P,My wife need a computer to do her college work and she needs it to bootup fast and play games well.,[]
854,B06XFGDD8P,I am going through a replacement of my old computer and I want the new one to come with good specs and great display colour. The keys should be easy to find. It should be upgradable and economical.,['Computer']
855,B06XFGDD8P,I want the computer to come with a high performance-cost ratio.,[]
856,B06XFGDD8P,I need a new computer with high performance-cost ratio immediately because my old one is not working.,[]
857,B06XFGDD8P,I am a software engineer and I need a fast computer with nice graphics.,"['Software engineer', 'Computer']"
858,B06XFGDD8P,I have used my old computer for over 10 years and now I need a nice looking computer.,"['Computer', 'Computer']"
859,B06XFGDD8P,I need to have a decent computer with a decent price.,['Computer']
860,B06XFGDD8P,What I expect is a good computer with a high performance-cost ratio.,[]
861,B06XFGDD8P,My old computer has broken down and I am finding a new one that is easily upgradable with a high performance-cost ratio.,['Computer']
862,B06XFGDD8P,Now I'm in college and I need a quiet computer to work with.,['Computer']
863,B06XFGDD8P,"I am changing my old computer to a more classy-looking one. There should be impressive back-lit keyboard and long battery life. The graphic card, the speakers and the processor should be powerful. I hope the computer is thin and easy to startup.","['Computer', 'The Graphic', 'Computer', 'Rechargeable battery', 'Computer keyboard']"
864,B06XFGDD8P,I need a computer with excellent expandability.,['Computer']
865,B06XFGDD8P,My old computer needs a replacement and the new one should be easy to set up while running cool. The colours on screen should be good though.,['Computer']
866,B06XFGDD8P,"As a responsible student, I am finding a big and full sized laptop to bring to college. The keyboard should be cool and the display should be nice. The gameplay should be smooth for me in a decent audio volume. Moreover, it should be quick to charge.",['Computer keyboard']
867,B06XFGDD8P,"I am finding myself a new computer without a ton of bloatware. I will need a responsive keyboard and a responsive touchpad. It should be fast, slim, easy to setup and able to run cool.","['Touchpad', 'Computer', 'Computer keyboard', 'Smart Lander for Investigating Moon', 'Software bloat']"
868,B06XFGDD8P,I am looking for a computer with an excellent sound output.,['Computer']
869,B06XFGDD8P,My family is going to have a new laptop and we are looking for a fast one with great graphics. It should be terrific for playing games. The screen size and sound quality should be excellent.,['My Family']
870,B06XFGDD8P,I am finding a budget gaming laptop that a responsive and nicely backlit keyboard is a must. The trackpad should also be responsive and large. I do hope there would be a bright display.,"['Touchpad', 'Gaming computer', 'Computer keyboard']"
871,B06XFGDD8P,I am an engineering student and am finding myself a fast computer with superb specs. The display ought to be great with awesome backlit keyboard. I hope the price would be reasonable though.,"['Computer', 'Computer keyboard']"
872,B06XFGDD8P,I am looking for myself a work station but can run lots of games with a good price.,[]
873,B074M6P779,Our family computer needs a replacement and the new one should come with a right price.,['Nintendo Entertainment System']
874,B074M6P779,I need a new computer that has a high performance-cost ratio.,[]
875,B074M6P779,I want to have a light and sturdy computer.,['Computer']
876,B074M6P779,"For the money I paid, I hope it come back with a high quality computer.",['Computer']
877,B07CH6XDV9,My old computer just died and I need one that startup smoothly.,['Computer']
878,B077HQMRVH,I want a new computer that comes with a high performance-cost ratio.,[]
879,B077HQMRVH,I am buying a laptop for my daughter and she wants it to be lightweight with a high performance-cost ratio.,[]
880,B076QGSPY8,"I do a lot of typing at night so it would be good if the keys are highly visible at night. Moreover, the keyboard should be comfortable and responsive. I also want an amazing display to handle games well.",['Computer keyboard']
881,B076QGSPY8,I have to change my computer and I want a faster one with a good display.,['Computer']
882,B076QGSPY8,"I cannot an expensive computer but I still want it to be solid with good viewing angles. The keyboard should be awesome, as well as the trackpad. I don't want it to be filled with bloatware.","['Touchpad', 'Computer', 'Software bloat', 'Computer keyboard']"
883,B076QGSPY8,I need an upgrade from my old computer that I want a better processor and a decent GPU. I also need a decent upgradability for further upgrade.,"['Computer', 'Graphics processing unit']"
884,B076QGSPY8,I do photo editing and I am finding a computer that boot fast and run quietly. I hope there is plenty of storage with a good price.,"['Image editing', 'Booting', 'Computer']"
885,B076QGSPY8,I am buying a laptop for my son so that he can play games with no problem.,[]
886,B076QGSPY8,My old computer is sick and so I need new one that stays cool and quiet. I need a responsive keyboard and a loud audio output though.,"['Computer keyboard', 'Computer']"
887,B076QGSPY8,I need a new computer that is fast and own great backlit keyboard along with a beautiful display.,"['Computer', 'Computer keyboard']"
888,B076QGSPY8,I want to find the best computer with my limited budget.,['Computer']
889,B076QGSPY8,I need a good piece of computer with a low cost.,['Computer']
890,B076QGSPY8,Specs ought to be good on my computer.,['Computer']
891,B076QGSPY8,I need a fast computer to do video editing.,"['Video editing', 'Computer']"
892,B076QGSPY8,"For a gamer, I need excellent graphics while running my games.",[]
893,B076QGSPY8,I enjoy gaming and I am finding myself a computer that handle that with ease.,['Computer']
894,B076QGSPY8,"For my games, I need a high contrast on screen to make it looks good. Moreover, I need it to come with a strong case.",['High Contrast']
895,B076QGSPY8,I focus on the design of a laptop very much so a beautiful finish and a beautiful screen is a must. The keyboard and touchpad should also be good though.,"['Touchpad', 'Computer keyboard']"
896,B076QGSPY8,I am changing my old computer and I want the new one to be easy to upgrade with a high performance-cost ratio.,['Computer']
897,B076QGSPY8,I am going to find a fast computer for myself.,['Computer']
898,B076QGSPY8,I need to have the best use of money for the best computer.,['Computer']
899,B07BPQJ9GN,I have a kid in school and I am buying him a new laptop with a chassis texture. I want the keyboard and numpad to be comfortable. The SSD should be speedy and the viewing angles should be comfortable for him. The battery ought to be decent for him. The fan must be whisper quiet.,"['Computer keyboard', 'Fan district', 'Solid-state drive', 'Numeric keypad']"
900,B07BPQJ9GN,I am finding a new laptop for myself that has a high performance-cost ratio.,[]
901,B07BPQJ9GN,I am a student and am looking for a laptop that has a long battery life and a nice screen. I need it to be fast and light. The keyboard should be comfortable to someone who has big hands like me. The case should be sturdy as well as fingerprint-resist.,"['Rechargeable battery', 'Computer keyboard']"
902,B07BPQJ9GN,I am finding my first laptop in college and I need it to have excellent visual fidelity and a full keyboard.,['Computer keyboard']
903,B07BPQJ9GN,My old computer needs replacement and I need one that is sleek and thin. The screen should be big and the sound quality should be excellent.,['Computer']
904,B077GBXBCM,I need to get my things to be done quickly so a fast update is necessary.,[]
905,B077GBXBCM,I want to have a new computer that is easy to setup and produce good sound.,['Computer']
906,B077GBXBCM,"I will be using the laptop for work so it should be sleek, lightweight and easy to setup.",[]
907,B077GBXBCM,I need a nice looking computer.,['Computer']
908,B077GBXBCM,I don't have a large budget so I need a computer that comes with a nice price.,"['Computer', 'Saint Etienne discography']"
909,B077GBXBCM,I am lacking money but I need a new computer that comes with a perfect price.,['Computer']
910,B077GBXBCM,I need a gift that is fast and economical.,[]
911,B079XKBTTK,I am using the new laptop to take appointment with my clients and I need it to startup fast and have good processor and SSD. I also want it to be thin and light.,['Solid-state drive']
912,B079XKBTTK,"My old computer needs replacement with a lighter and faster model. There should be no heating issues. The bezels should be thin and for the speakers and the battery life, they should be decent.","['Rechargeable battery', 'Computer']"
913,B079XKBTTK,My current computer is not keeping up with my expectation so I need a new computer with a high performance-cost ratio.,"['Computer', 'Computer']"
914,B079XKBTTK,I am taking the laptop to school so it must be light and last long. I hope the bootup process would be fast also.,[]
915,B079XKBTTK,"I need to take a laptop to my internship and I hope it comes with reasonable price and nice look. I want it to be portable and rigid. The CPU should be decent and support fast and accurate typing. Moreover, the speakers should be decent.",['Central processing unit']
916,B079XKBTTK,I am finding myself a light and fast computer.,['Computer']
917,B079XKBTTK,I need an excellent choice for home working and it should be elegant and fast.,[]
918,B079XKBTTK,I am changing my old computer that I want a faster Wifi connection and bootup time. The price should be fair with a nice display and a great colour depth on it.,['Computer']
919,B079XKBTTK,I am becoming a coder and I need a new computer that is sleek and has large storage space.,['Computer']
920,B079XKBTTK,"I am replacing my old computer and I want a lighter and more sturdy one. There should be a good selection of ports. The colours should be vivid and the angles should be decent on the screen. I would like to have a decent battery life. The keyboard ought to be backlit with some quiet keys. Speaking of quietness, I also need the fan noise to be as low as possible. There should also be a quick Bluetooth connection.","['Computer keyboard', 'Computer', 'Rechargeable battery', 'Bluetooth', 'Vivid (band)']"
921,B079XKBTTK,I need some recommendations on a fast computer.,['Computer']
922,B079XKBTTK,I am not sure what computer I should get but I am sure I need one that bootup quickly and display amazingly.,['Computer']
923,B079XKBTTK,My wife needs a laptop for studying and she wants it to boot up fast and last long with a low cost.,['Booting']
924,B079XKBTTK,I am switching my old computer to a quicker and lighter one. I want the keyboard to be backlit. The computer should also be portable with reasonable battery life. I need the USB port access to be excellent. The screen resolution should also be vibrant.,"['Computer', 'Computer', 'Computer keyboard', 'Rechargeable battery', 'USB']"
925,B079XKBTTK,I enjoy staying with a high quality brand and now I want a new computer with a good fingerprint sensor and a large amount of storage. It should be economical though.,"['Fingerprint', 'Computer']"
926,B079XKBTTK,I am taking a laptop that is travel-friendly and lightweight. It should also bootup fast.,[]
927,B079XKBTTK,"As an experienced Windows user, I am finding a new laptop that is fast, light, sleek and has a good storage capability.",['Microsoft Windows']
928,B079XKBTTK,My old computer is not that up-to-date and I need a lighter one with a good keyboard and a good touchpad.,"['Computer', 'Computer keyboard', 'Touchpad']"
929,B079XKBTTK,I am buying a slim and lightweight computer for my wife.,"['Smart Lander for Investigating Moon', 'Computer']"
930,B079XKBTTK,I need a new computer that is light and thin with the greatest screen size.,['Computer']
931,B079XKBTTK,A nice fingerprint scanner should be included in my new computer.,"['Fingerprint', 'Computer']"
932,B079XKBTTK,My previous computer does no good to me so I need a new one that is lightweight with fast startup time and nice keyboard design.,"['Computer keyboard', 'Computer']"
933,B079XKBTTK,Weight is important to me when purchasing a laptop.,[]
934,B079XKBTTK,I want to have a new computer that is light and fast with a good screen size.,['Computer']
935,B079XKBTTK,I need a lightweight laptop to bring it around.,[]
936,B079XKBTTK,I want to purchase a computer that is portable and lightweight. It should turn on quickly with fast processing. The wireless connection should be strong though.,"['Wireless', 'Computer']"
937,B079XKBTTK,I am taking the laptop to school and I want it to do fast in typing responsiveness and log in time.,[]
938,B079XKBTTK,It is time to replace my old computer to a quicker one with a better performance-cost ratio.,['Computer']
939,B079XKBTTK,I need a great screen to better do my spreadsheets.,[]
940,B079XKBTTK,A good looking computer with a great price is what I need.,['Computer']
941,B079XKBTTK,"I want to get a computer that is slim, light, fast and great looking.","['Smart Lander for Investigating Moon', 'Computer']"
942,B079XKBTTK,I need the specs to be perfect on my computer that means for the screen and the touchpad.,"['Computer', 'Touchpad']"
943,B079XKBTTK,A quick and responsive computer is what I need.,['Computer']
944,B079XKBTTK,I am using the laptop for small projects and I hope it has an appealing design and litup and easy-to-type keyboard. I want it to be lightweight thin. It should perform small applications well.,['Computer keyboard']
945,B079XKBTTK,I need a fast computer to get my things done quickly.,['Computer']
946,B079XKBTTK,I want to have a new laptop of office work and I need it to be lightweight and sleek with good build quality.,[]
947,B079XKBTTK,"I do pay attention to user response on computer and I am finding one that is quick, light and slim. The bezels should be narrow for the screen to show sharp images.","['Pay Attention', 'Computer', 'Smart Lander for Investigating Moon']"
948,B079XKBTTK,I am planning to buy a laptop for my son and he wants it to be lightweight and nice looking. The screen should be nice also.,[]
949,B079XKBTTK,I would need enough ports for charging and for further installment.,[]
950,B079XKBTTK,My old laptop has a broken screen and I want a more good looking one.,[]
951,B079XKBTTK,I need a computer to do typical home computer work and it should be light and has a bright screen. I want it to startup quickly with impressive spces. The hard drive should also come with good size.,"['Hard disk drive', 'Computer', 'Computer']"
952,B079XKBTTK,I need a nice backlit keyboard to do work at night.,['Computer keyboard']
953,B079XKBTTK,I treasure every hour of work so I need a fast computer.,['Computer']
954,B0764LNTCZ,"I have been working in the computer industry and I am finding myself a computer with nice build quality and nice finish. I want a balanced weight so I don't feel like damaging the laptop. The viewing angles should be decent, as well as the touchpad. I want it to be sturdy, economical and portable.","['Computer', 'Touchpad', 'Computer']"
955,B0764LNTCZ,"I need a new computer that is lightweight, quiet and fast. I want the touchscreen to be excellent with a good resolution and the SSD should be amazing.","['Touchscreen', 'Computer', 'Solid-state drive']"
956,B0764LNTCZ,My old tablet finally died and I need a new one that comes with the right price.,[]
957,B0764LNTCZ,A light and sturdy computer with a great screen is what I need.,['Computer']
958,B0764LNTCZ,My old computer died suddenly and I need a new one that is fast and economical. The screen should also be good looking.,['Computer']
959,B0764LNTCZ,"My must-have feature is a backlit keyboard. Besides that, I need more-than-enough storage and CPU speed. I hope there would be a fast Wifi connection. The computer should be light though.","['Computer', 'Computer keyboard', 'Central processing unit']"
960,B0764LNTCZ,I need a fast and lightweight computer.,['Computer']
961,B0764LNTCZ,A good touchscreen should be included to the computer.,"['Touchscreen', 'Computer']"
962,B0764LNTCZ,I don't have a big budget so I need a computer that comes with a good price.,"['Computer', 'Big Budget']"
963,B0764LNTCZ,I need the computer to be light enough that I can carry it around.,['Computer']
964,B0764LNTCZ,I am finding a laptop with a high performance-cost ratio.,[]
965,B0764LNTCZ,I pay many effort into investigating computers and now I want a sturdy and portable one. The keys ought to be tight and accurate. The trackpad and screen size should come ideally.,['Touchpad']
966,B0764LNTCZ,"I am finding myself a new computer that has a sharp screen and a good Bluetooth connection. The power brick should be small though. I want the computer to be thin and light, and it’s better to to fully articulated by hinges.","['Computer', 'Computer', 'Bluetooth', 'AC adapter']"
967,B0764LNTCZ,"The screen should be gorgeous and responsive on my computer. Moreover, it should be fast.",['Computer']
968,B0764LNTCZ,I am looking for the heapest option for my next computer which it should be fast and light. It should have good viewing angles and be easily expandable.,['Computer']
969,B0764LNTCZ,"I am replacing my old computer with a lighter one. The setup should be fast, as well as the charging. The screen resolution, flip function, touch screen, keyboard, etc. should be good.","['Computer keyboard', 'Computer']"
970,B0764LNTCZ,"I am changing my computer of many years to a thinner, lighter and sleeker version. I need to the setup to be easy to follow. I want some nice features including facial recognition and touch screen. The battery life has to be good which can be charged quickly.","['Rechargeable battery', 'Facial recognition system', 'Computer']"
971,B0764LNTCZ,"I want to have a new computer for myself. It should be slim and fast. The screen should be great, the keyboard should be tolerable and the touchscreen should be responsive.","['Smart Lander for Investigating Moon', 'Computer', 'Computer keyboard', 'Touchscreen']"
972,B0753NHZY7,I am taking the recommendations from my friend to find a new computer from Amazon. I want it to contain beautiful graphics and multi purple backlit keys. It should be able to refresh games fast and provide a good trackpad.,"['Amazon.com', 'Touchpad', 'Computer']"
973,B0753NHZY7,I am a software developer and I need a fast computer to run my programmes.,"['Software developer', 'Computer']"
974,B0753NHZY7,I am finding a new computer for my personal use that is slim and has a nice keyboard. The startup should be fast.,"['Computer keyboard', 'Smart Lander for Investigating Moon', 'Computer']"
975,B0753NHZY7,I am coming from a high end PC and I need a laptop that plays games well.,['Personal computer']
976,B0753NHZY7,I am looking for a computer that fulfil my data science demand and it should come with an awesome keyboard.,"['Computer keyboard', 'Computer', 'Data science']"
977,B0753NHZY7,I need a new computer that run games greatly.,['Computer']
978,B0753NHZY7,"It is in due time to get a new computer and I want it to be sturdy, slim and light.","['Computer', 'Smart Lander for Investigating Moon']"
979,B0753NHZY7,My old computer needs replacement and I am finding a thin one with awesome design.,['Computer']
980,B0753NHZY7,I want to have a new computer that handles games well and boots up quickly. A nice display is also important.,['Computer']
981,B0753NHZY7,Some right specs should be installed in the new computer.,['Computer']
982,B0753NHZY7,I will use the computer for gaming and I hope there would be a sharp display and a high refresh rate. The keyboard should be smooth and the CPU + GPU should be fast.,"['Central processing unit', 'Computer keyboard', 'Computer', 'Refresh rate', 'Graphics processing unit']"
983,B0753NHZY7,My computer doesn't play my games well so I need a new one that plays games with no stutters. The colour should be accurate on the screen.,['Computer']
984,B0753NHZY7,Good specs would make the computer more powerful.,['Computer']
985,B0753NHZY7,"I am finding a new laptop that is solid, quick and economical. The graphics and CPU performance ought to be great.",['Central processing unit']
986,B0753NHZY7,I need a vivid development platform that is lightweight and has a nice backlit keyboard. I need the charging to be quick.,"['Vivid (band)', 'Computer keyboard']"
987,B0753NHZY7,I am buying a laptop for video editing and so a large SSD is necessary. I also want it to be fast with cool lighting on the keyboard.,"['Video editing', 'Solid-state drive', 'Computer keyboard']"
988,B077QGHB4L,I need a replacement for my recently died computer and I want it to be easy to setup the new computer.,"['Computer', 'Computer']"
989,B077QGHB4L,I need to change my old business laptop and I am finding a model with a smooth keyboard and a nice look.,['Computer keyboard']
990,B077QGHB4L,I am irritanted with the other PCs and I want to find one that startup fast with no bloatware.,['Software bloat']
991,B077QGHB4L,"I don't do gaming so I just need a nice, clear touchscreen.",['Touchscreen']
992,B077QGHB4L,I need a work horse that is light and quiet and easy to use. The touch screen should be awesome with a high performance-cost ratio.,"['The Adversary Cycle', 'Horse']"
993,B077QGHB4L,I am changing my old computer and I want a new one that is faster and more economical. There should be lots of memory.,['Computer']
994,B077QGHB4L,A fast computer with a responsive touchscreen is what I need.,[]
995,B077QGHB4L,I want an economical and fast computer.,[]
996,B077QGHB4L,My old computer needs replacement and the new one should come with good speakers and video quality with a low cost.,[]
997,B077QGHB4L,I am waiting for my husband to buy me a lightweight computer that has the perfect size.,[]
998,B077QGHB4L,My old computer doesn't work for me anymore so I need a new one with decent touch screen and sound. The price shouldn't be too high though.,['Computer']
999,B077QGHB4L,I need a fast computer.,['Computer']
1000,B077QGHB4L,I want something that is simple to use because I don't know much about laptops.,[]
1001,B077QGHB4L,I need the computer to be big for me with a nice sound output.,['Computer']
1002,B077QGHB4L,I need the laptop to look much as a PC so it should have a full keyboard and a good touchscreen.,"['Computer keyboard', 'Personal computer', 'Touchscreen']"
1003,B077QGHB4L,I do a lot of research before buying a new laptop and I want it to be fast and easy to setup and use.,[]
1004,B077QGHB4L,I need a real fast computer.,['Computer']
1005,B077QGHB4L,I want to purchase a new computer that is fast and easy to setup.,['Computer']
1006,B078WSX4QL,I need a new laptop for grad school and it should be fast and sturdy and great looking. I hope the battery stay excellent and keep cool. The screen should be sharp and light. The touchpad and keyboard should also be good. It would be better to be upgradable.,"['Touchpad', 'Computer keyboard', 'Rechargeable battery']"
1007,B078WSX4QL,"My old computer needs replacement and I want the new computer to come with a quiet keyboard and well spaced, sized keys. It should have the smallest beveling. I hope there will be good colours and contrast on the screen. The price should be reasonable though.","['Computer', 'Computer keyboard', 'Computer']"
1008,B078WSX4QL,"I am a performance ethusiatist and so an awesome processor is a must. I also want it to be light and classy. The display should be vibrant, along with some small bezels. The battery life should be long though.","['Classy (magazine)', 'Artillery battery']"
1009,B078WSX4QL,I am planning an upgrade for my wife and she needs it to be lightweight and fast. The screen should be brilliant. There shouldn't be much bloatware.,['Software bloat']
1010,B078WSX4QL,"For my meetings, I need a light computer with a long battery life.","['Computer', 'Artillery battery']"
1011,B078WSX4QL,I want to have a new laptop that is lightweight with a great battery.,['Artillery battery']
1012,B078WSX4QL,"We need a perfect mobile business laptop and it should be quick, light and thin.",[]
1013,B078WSX4QL,I need a light and fast computer.,['Computer']
1014,B078WSX4QL,My old computer is too heavy and doesn't last long so I need a new one.,['Computer']
1015,B078WSX4QL,"I am in need of a new computer with good build quality, screen and keyboard.","['Computer keyboard', 'Computer']"
1016,B078WSX4QL,I am trying to change my perfence in branding and I need a light computer.,[]
1017,B078WSX4QL,"I go to work via public transportation so it's important for me to have a compact, thin and light laptop. The battery life ought to be impressive. I hope the finish would be fairly fingerprint resistant. I don't want there to be any bloatware.","['Fingerprint', 'Compact space', 'Software bloat']"
1018,B073QVTHZ6,I would do a lot of checks to make sure I buy the fastest computer with the best price.,['Computer']
1019,B075QJDVHP,I am finding myself a fast computer.,['Computer']
1020,B0778DVNHH,I am purchasing a new computer to replace my old one and the new one should come with mosterous storage capacity and high performance-cost ratio.,[]
1021,B0778DVNHH,I am finding a new computer that runs fast and includes good viewing angles.,['Computer']
1022,B0778DVNHH,Computer is my business and I am finding myself a computer with high performance-cost ratio.,[]
1023,B0778DVNHH,I am buying a laptop for my brother who just entered into college and the amount of storage ought to be more than enough.,[]
1024,B0778DVNHH,I got many good years on my old computer and now I am changing to a faster model with a good touch screen and a good screen size.,['Computer']
1025,B0778DVNHH,I recently hired a new assistant and I want to buy her a handy computer.,['Computer']
1026,B0778DVNHH,I am finding myself a new computer that is fast and solidly built.,[]
1027,B0778DVNHH,I need a computer that coordinate well with my iPhone.,"['IPhone', 'Computer']"
1028,B0778DVNHH,I have got big hands so I need huge touchscreen and keyboard.,"['Touchscreen', 'Computer keyboard']"
1029,B0778DVNHH,I hope it would be easy to setup right out of the box.,[]
1030,B0778DVNHH,My boyfriend needs a new laptop that comes with good screen size and touch screen capability.,[]
1031,B0778DVNHH,I Skype with my friends so I need a good sound output so I hear them clearly. It should also be fast and light.,[]
1032,B0778DVNHH,My old computer lasts for five years and now I am finding a new one with large storage and high performance-cost ratio.,[]
1033,B0778DVNHH,I am an average user and I need a computer that comes with good speed.,[]
1034,B0778DVNHH,I need a good recommendation on a easy-to-set-up computer with not much bloatware.,[]
1035,B0778DVNHH,A good hard disk with a reasonable price is what I need.,[]
1036,B0778DVNHH,"I am finding a new computer that is light, handy and easy to use.",[]
1037,B0778DVNHH,My old computer is not working and I am finding a computer with a high performance-cost ratio.,[]
1038,B0778DVNHH,The computer I am buying must be fast.,[]
1039,B0778DVNHH,I want to have a new computer that has a high hard disk capacity with an excellent price.,[]
1040,B0778DVNHH,I need a light computer so I can carry it around.,[]
1041,B0778DVNHH,"The old computer doesn't have a touch screen so there should be one on my new computer. Moreover, the Bluetooth connection should be excellent.",[]
1042,B0778DVNHH,I cannot carry a heavy laptop around.,[]
1043,B0778DVNHH,I do streaming and gaming so I am finding a new laptop that does perfectly in both aspects.,[]
1044,B0778DVNHH,I have got a lot of files so I need plenty of memory.,[]
1045,B0778DVNHH,The hard drive of my old computer died so I need a new one with large storage and reasonable price.,[]
1046,B0778DVNHH,I am buying a Christmas present for my daughter and she wants it to be fast to meet her needs.,[]
1047,B0778DVNHH,I need a good keypad on my computer to get my job done.,[]
1048,B0778DVNHH,I am taking the computer around so I need it to be sleek and lightweight.,[]
1049,B0778DVNHH,I am looking for a nice computer with a low price for everyday use.,[]
1050,B0778DVNHH,I usually stick to one brand when it comes to computer and now I want a computer that runs cool  and be easily upgradable. I need the setup to be fast. I also want a responsive keyboard and quiet fan to enable the unit to run cool.,[]
1051,B0778DVNHH,My old computer has run solidly for eight years and I need a new one with a great price.,[]
1052,B0778DVNHH,I am buying something from the Black Friday Bargain and I want a new computer that comes with good picture and good sound quality.,[]
1053,B0797KF5ZX,I am learning a lot about processors recently and I am finding myself a fast computer with a high performance-cost ratio.,['Computer']
1054,B0797KF5ZX,I would use the laptop on a daily basis and there should be a lot of RAM.,[]
1055,B0797KF5ZX,I need the computer to boot up fast to meet my needs.,"['Booting', 'Computer']"
